ApplicationDate,Age,AnnualIncome,CreditScore,RiskScore,LoanApproved
2025-10-10,38,270154,613,43.2,1
2025-10-14,25,70346,474,43.2,1
2025-10-28,37,66391,545,42.400000000000006,1
2025-10-29,54,137035,647,36.0,1
2025-10-30,42,111111,607,40.8,1
2025-11-03,48,89278,590,40.8,1
2025-11-08,46,141109,648,32.800000000000004,1
2025-11-21,18,65844,623,36.8,1
2025-11-23,45,128729,538,41.6,1
2025-12-04,46,56379,605,32.0,1
2025-12-12,33,64670,592,40.8,1
2025-12-14,21,123813,624,38.400000000000006,1
2025-12-15,49,136493,643,41.6,1
2025-12-18,34,161967,607,40.0,1
2025-12-24,48,39413,621,37.6,1
2025-12-28,41,166291,639,43.2,1
2025-12-30,31,129493,619,40.8,1
2026-01-01,37,85196,606,32.800000000000004,1
2026-01-04,43,89846,584,38.400000000000006,1
2026-01-12,51,147299,643,40.8,1
2026-02-03,60,42497,636,32.800000000000004,1
2026-02-04,51,114151,667,36.8,1
2026-02-15,33,57102,619,40.0,1
2026-02-21,63,95359,614,38.400000000000006,1
2026-02-22,50,132014,539,36.8,1
2026-02-26,46,99040,553,51.2,1
2026-03-03,43,101292,626,42.400000000000006,1
2026-03-04,20,46336,573,43.2,1
2026-03-06,38,50143,584,42.400000000000006,1
2026-03-07,41,127332,507,40.8,1
2026-03-09,68,151084,620,40.8,1
2026-03-11,47,105776,613,42.400000000000006,1
2026-03-24,46,65469,518,42.400000000000006,1
2026-03-27,21,69566,527,40.0,1
2026-03-28,52,67529,630,37.6,1
2026-03-30,38,135207,619,40.0,1
2026-04-04,52,111902,529,45.6,1
2026-04-05,21,108714,528,36.8,1
2026-04-12,53,253674,446,41.6,1
2026-04-16,45,104112,592,44.0,1
2026-04-21,45,109632,572,44.8,1
2026-04-27,28,92565,542,43.2,1
2026-04-29,47,96941,447,38.400000000000006,1
2026-04-30,41,87233,635,47.2,1
2026-05-01,32,116417,546,40.0,1
2026-05-06,35,129726,630,37.6,1
2026-05-07,45,44180,584,45.6,1
2026-05-08,54,92706,628,37.6,1
2026-05-09,23,103869,526,39.2,1
2026-05-10,31,55181,576,48.0,1
2026-05-11,36,82107,604,40.8,1
2026-05-13,60,159571,579,39.2,1
2026-05-15,33,193384,580,36.0,1
2026-05-21,38,73572,618,37.6,1
2026-05-30,60,78174,696,39.2,1
2026-06-08,54,105917,601,36.8,1
2026-06-10,18,61157,564,37.6,1
2026-06-14,39,161368,595,38.400000000000006,1
2026-06-15,54,56233,599,37.6,1
2026-06-19,49,124775,607,36.0,1
2026-06-29,50,52567,522,40.8,1
2026-06-30,59,129937,626,35.2,1
2026-07-01,52,187573,539,41.6,1
2026-07-06,45,53505,608,38.400000000000006,1
2026-07-16,52,70408,598,44.0,1
2026-07-18,34,83802,589,44.8,1
2026-07-22,38,104577,612,43.2,1
2026-07-23,48,169022,464,37.6,1
2026-07-29,39,63249,573,36.0,1
2026-08-02,45,69082,611,38.400000000000006,1
2026-08-06,36,147844,642,40.0,1
2026-08-11,45,91052,549,39.2,1
2026-08-12,45,171521,641,39.2,1
2026-08-28,45,87487,565,39.2,1
2026-08-29,34,83803,588,36.0,1
2026-09-05,35,67109,597,38.400000000000006,1
2026-09-09,49,62764,607,40.8,1
2026-09-12,22,146263,549,36.8,1
2026-09-19,36,52734,634,36.8,1
2026-09-21,55,100856,606,35.2,1
2026-09-22,25,88568,413,40.0,1
2026-09-23,50,73636,653,33.6,1
2026-10-04,35,55377,621,36.8,1
2026-10-05,45,159400,646,36.0,1
2026-10-07,45,68629,651,43.2,1
2026-10-09,55,87508,613,35.2,1
2026-10-12,30,93338,490,41.6,1
2026-10-16,54,120022,652,37.6,1
2026-10-19,58,60624,647,32.0,1
2026-10-21,61,144052,666,32.800000000000004,1
2026-10-23,33,128748,615,33.6,1
2026-11-02,54,94162,562,34.4,1
2026-11-04,39,225273,512,36.8,1
2026-11-10,42,129666,641,35.2,1
2026-11-16,74,97999,693,35.2,1
2026-11-18,52,109527,638,40.0,1
2026-11-19,37,105545,600,45.6,1
2026-11-22,31,232070,631,46.400000000000006,1
2026-11-23,42,65735,625,40.8,1
2026-11-25,47,71489,501,39.2,1
2026-11-27,47,48756,620,43.2,1
2026-12-05,37,82373,581,38.400000000000006,1
2026-12-06,40,110287,624,36.8,1
2026-12-08,54,109195,535,42.400000000000006,1
2026-12-19,29,50050,556,40.8,1
2027-01-02,32,82796,608,39.2,1
2027-01-07,44,65483,600,45.6,1
2027-01-10,60,94519,588,44.8,1
2027-01-11,28,150195,570,44.0,1
2027-01-12,26,64990,645,39.2,1
2027-01-16,42,117745,609,39.2,1
2027-01-19,52,63022,582,39.2,1
2027-02-06,43,117051,642,38.400000000000006,1
2027-02-19,23,106482,563,43.2,1
2027-03-03,48,163034,622,39.2,1
2027-03-05,33,42785,634,40.0,1
2027-03-12,18,145126,592,48.8,1
2027-03-13,45,137663,562,42.400000000000006,1
2027-03-20,63,40555,636,41.6,1
2027-03-21,33,66880,633,41.6,1
2027-03-22,42,142019,543,45.6,1
2027-03-23,44,54570,637,40.0,1
2027-03-27,57,182454,578,44.0,1
2027-03-31,36,105539,561,38.400000000000006,1
2027-04-01,28,75074,591,44.0,1
2027-04-02,46,75330,570,39.2,1
2027-04-04,65,66775,571,43.2,1
2027-04-06,42,147184,573,43.2,1
2027-04-21,57,232510,646,34.4,1
2027-04-24,45,115386,500,43.2,1
2027-04-25,46,63134,613,44.8,1
2027-04-26,42,116316,555,44.8,1
2027-04-28,45,84150,613,44.0,1
2027-04-30,48,108857,505,43.2,1
2027-05-03,64,300000,568,46.400000000000006,1
2027-05-09,38,64561,578,40.0,1
2027-05-13,33,100221,557,42.400000000000006,1
2027-05-25,56,127188,587,36.8,1
2027-05-27,38,59363,582,40.8,1
2027-06-01,24,79406,526,39.2,1
2027-06-02,43,87075,655,35.2,1
2027-06-03,41,70929,616,45.6,1
2027-06-21,40,70722,588,44.0,1
2027-06-27,42,55429,584,42.400000000000006,1
2027-07-09,51,190592,609,38.400000000000006,1
2027-07-10,18,42319,526,35.2,1
2027-07-14,18,117959,546,44.8,1
2027-07-16,39,41679,607,33.6,1
2027-07-19,58,159395,660,40.8,1
2027-07-20,47,119190,591,40.8,1
2027-07-21,28,57832,603,36.8,1
2027-07-31,37,111092,520,37.6,1
2027-08-02,54,82219,545,45.6,1
2027-08-03,32,223687,523,37.6,1
2027-08-04,40,95731,660,42.400000000000006,1
2027-08-14,60,80579,527,41.6,1
2027-08-20,55,82872,619,36.0,1
2027-08-22,46,196115,574,40.8,1
2027-08-28,37,92789,558,40.0,1
2027-09-04,25,110892,628,49.6,1
2027-09-06,59,78040,556,44.8,1
2027-09-12,57,112533,616,39.2,1
2027-09-13,50,28877,611,36.8,1
2027-09-14,27,53785,579,38.400000000000006,1
2027-09-17,48,85054,612,37.6,1
2027-09-23,44,93643,606,40.0,1
2027-09-24,70,280976,571,46.400000000000006,1
2027-09-27,47,85340,618,39.2,1
2027-10-17,30,61571,466,37.6,1
2027-10-27,31,43529,596,39.2,1
2027-10-28,28,78574,536,43.2,1
2027-10-31,52,104936,610,38.400000000000006,1
2027-11-05,53,94722,525,37.6,1
2027-11-09,37,53789,626,39.2,1
2027-11-16,30,191067,469,49.6,1
2027-11-26,28,113642,575,39.2,1
2027-12-01,44,71617,624,40.8,1
2027-12-02,18,94299,541,39.2,1
2027-12-11,32,140693,550,44.8,1
2027-12-15,43,31414,606,34.4,1
2027-12-17,44,96152,587,40.8,1
2027-12-21,37,87709,564,42.400000000000006,1
2027-12-24,30,76671,593,45.6,1
2027-12-28,49,102122,646,37.6,1
2028-01-03,41,48173,533,40.0,1
2028-01-07,41,50859,555,38.400000000000006,1
2028-01-10,31,82034,542,40.0,1
2028-01-13,54,114719,639,33.6,1
2028-01-25,40,55013,609,40.8,1
2028-01-31,42,141760,614,39.2,1
2028-02-05,43,126940,604,40.0,1
2028-02-06,55,128649,586,40.0,1
2028-02-09,50,300000,658,33.6,1
2028-02-11,52,92260,590,48.8,1
2028-02-12,50,108592,576,38.400000000000006,1
2028-02-13,36,81996,628,38.400000000000006,1
2028-02-22,38,258223,501,41.6,1
2028-02-24,33,71483,582,42.400000000000006,1
2028-03-10,60,105225,559,41.6,1
2028-03-13,32,28739,493,40.8,1
2028-03-14,46,116128,621,32.800000000000004,1
2028-03-16,52,58684,602,49.6,1
2028-03-22,41,77761,627,37.6,1
2028-03-26,38,135798,493,54.400000000000006,1
2028-04-03,37,112460,585,47.2,1
2028-04-06,57,192947,464,40.8,1
2028-04-11,34,127279,544,44.0,1
2028-04-17,39,30768,584,37.6,1
2028-04-28,52,79287,646,38.400000000000006,1
2028-04-29,34,59025,569,41.6,1
2028-05-03,45,65222,586,41.6,1
2028-05-17,55,148435,650,35.2,1
2028-05-18,47,92817,525,40.0,1
2028-05-21,37,92337,612,40.8,1
2028-05-22,40,79332,492,48.0,1
2028-05-30,25,159265,494,39.2,1
2028-05-31,41,153132,571,45.6,1
2028-06-02,46,132162,572,45.6,1
2028-06-03,40,58672,639,38.400000000000006,1
2028-06-05,47,238412,649,40.0,1
2028-06-08,45,64959,581,44.0,1
2028-06-20,42,70878,564,36.8,1
2028-07-03,54,121974,602,38.400000000000006,1
2028-07-05,28,137895,583,40.0,1
2028-07-13,53,66754,473,43.2,1
2028-07-26,37,77021,482,41.6,1
2028-07-27,34,121455,614,38.400000000000006,1
2028-07-28,30,46575,573,43.2,1
2028-08-03,59,142179,614,40.0,1
2028-08-04,41,55400,500,40.8,1
2028-08-05,51,46103,613,41.6,1
2028-08-07,41,68144,623,42.400000000000006,1
2028-08-08,26,99785,498,43.2,1
2028-08-11,54,144087,513,45.6,1
2028-08-12,51,105861,600,52.0,1
2028-08-20,39,55945,592,43.2,1
2028-08-23,38,144497,463,41.6,1
2028-08-25,50,161954,638,37.6,1
2028-09-02,48,93615,495,40.8,1
2028-09-13,47,112509,604,48.0,1
2028-09-23,51,128850,628,40.8,1
2028-09-25,62,259278,576,35.2,1
2028-09-26,42,72486,605,36.8,1
2028-09-27,35,124434,607,43.2,1
2028-10-01,51,61579,577,41.6,1
2028-10-04,42,205632,604,36.8,1
2028-10-10,44,109499,565,41.6,1
2028-10-17,32,32771,596,40.8,1
2028-10-24,24,116283,625,40.8,1
2028-10-30,32,68512,635,36.8,1
2028-11-02,53,120426,585,36.8,1
2028-11-07,49,111439,597,44.8,1
2028-11-16,44,92516,453,43.2,1
2028-11-19,42,138748,582,32.800000000000004,1
2028-11-20,46,105006,596,45.6,1
2028-11-22,46,119069,614,40.8,1
2028-11-28,42,54937,596,41.6,1
2028-12-03,30,166267,620,46.400000000000006,1
2028-12-06,18,99446,589,36.8,1
2028-12-08,18,102015,614,40.0,1
2028-12-14,29,54117,572,40.0,1
2028-12-16,40,62410,543,43.2,1
2028-12-19,47,105260,563,41.6,1
2028-12-23,47,140524,541,36.8,1
2028-12-24,40,56740,532,40.8,1
2028-12-28,39,180498,582,36.8,1
2028-12-31,48,71199,520,40.8,1
2029-01-04,22,278056,469,40.8,1
2029-01-10,36,112896,599,37.6,1
2029-01-17,30,80466,609,42.400000000000006,1
2029-01-18,51,87663,492,45.6,1
2029-01-19,46,105029,612,40.0,1
2029-01-20,37,50032,547,39.2,1
2029-01-23,42,108666,530,40.8,1
2029-01-27,51,109883,668,37.6,1
2029-01-31,38,100515,568,43.2,1
2029-02-02,31,125163,590,40.0,1
2029-02-03,42,98264,642,36.8,1
2029-02-05,42,55430,592,43.2,1
2029-02-08,57,129266,590,41.6,1
2029-02-18,42,102801,590,40.0,1
2029-02-20,25,89035,584,35.2,1
2029-02-23,31,219103,581,44.0,1
2029-02-25,38,62891,538,41.6,1
2029-02-27,41,164150,571,36.8,1
2029-03-02,35,104313,574,34.4,1
2029-03-05,31,44861,516,40.0,1
2029-03-09,37,75527,594,44.8,1
2029-03-10,50,38770,606,39.2,1
2029-03-20,47,135092,649,32.800000000000004,1
2029-03-29,42,85944,600,40.8,1
2029-04-02,42,117744,531,38.400000000000006,1
2029-04-03,53,125341,669,35.2,1
2029-04-05,58,35936,614,40.8,1
2029-04-07,59,181279,542,46.400000000000006,1
2029-04-15,51,82193,486,35.2,1
2029-04-16,42,57411,641,40.8,1
2029-04-18,26,153633,594,39.2,1
2029-04-19,29,211877,534,40.0,1
2029-04-20,61,70003,659,32.800000000000004,1
2029-04-22,59,93928,622,36.8,1
2029-04-24,40,99419,617,36.0,1
2029-04-26,55,162160,541,45.6,1
2029-04-28,35,105552,625,39.2,1
2029-05-02,40,82116,606,33.6,1
2029-05-04,59,78401,673,37.6,1
2029-05-10,38,59015,625,32.0,1
2029-05-12,42,102768,603,42.400000000000006,1
2029-05-13,39,77559,604,38.400000000000006,1
2029-05-14,53,57065,667,29.6,1
2029-05-17,51,168559,570,43.2,1
2029-05-19,46,179892,639,38.400000000000006,1
2029-05-22,41,83217,604,39.2,1
2029-05-24,45,43478,651,42.400000000000006,1
2029-05-26,18,172358,520,42.400000000000006,1
2029-05-28,49,277236,612,39.2,1
2029-05-30,37,145827,482,53.6,1
2029-05-31,51,81686,597,44.0,1
2029-06-01,31,71860,560,43.2,1
2029-06-09,43,36975,582,40.0,1
2029-06-18,68,76492,652,34.4,1
2029-06-21,39,84056,623,36.0,1
2029-06-22,44,79346,636,46.400000000000006,1
2029-06-24,55,81622,570,44.0,1
2029-06-28,53,135143,636,42.400000000000006,1
2029-07-06,41,144489,601,35.2,1
2029-07-07,32,87242,601,34.4,1
2029-07-08,45,81833,528,43.2,1
2029-07-17,46,177974,483,39.2,1
2029-07-19,34,102960,504,40.0,1
2029-07-23,50,56366,646,40.0,1
2029-07-27,46,128765,525,44.0,1
2029-07-29,45,94526,634,43.2,1
2029-08-04,46,99640,554,41.6,1
2029-08-09,57,71833,581,41.6,1
2029-08-10,39,60903,515,49.6,1
2029-08-14,48,35076,575,44.0,1
2029-08-15,40,200273,626,36.8,1
2029-08-23,42,61794,603,42.400000000000006,1
2029-08-26,52,74641,535,36.8,1
2029-08-27,29,47186,593,40.8,1
2029-08-28,57,39758,618,44.8,1
2029-08-31,51,94061,607,44.0,1
2029-09-01,36,53415,531,44.8,1
2029-09-06,43,48411,579,42.400000000000006,1
2029-09-08,26,161218,476,48.8,1
2029-09-14,18,108993,433,40.8,1
2029-09-15,38,143895,594,41.6,1
2029-09-20,65,156563,589,48.8,1
2029-09-30,46,49482,644,37.6,1
2029-10-04,54,79705,623,39.2,1
2029-10-14,24,54822,592,43.2,1
2029-10-20,40,90665,605,32.0,1
2029-10-25,52,95914,630,39.2,1
2029-11-04,52,57254,650,40.8,1
2029-11-06,50,158270,587,40.0,1
2029-11-11,49,79384,591,39.2,1
2029-11-12,42,98184,607,40.8,1
2029-11-13,45,17357,648,40.8,1
2029-11-16,46,61286,663,40.0,1
2029-11-21,63,107217,665,40.0,1
2029-11-24,40,83715,606,33.6,1
2029-11-27,28,54856,430,42.400000000000006,1
2029-11-30,40,84632,592,42.400000000000006,1
2029-12-01,37,76957,575,41.6,1
2029-12-06,36,250153,605,36.8,1
2029-12-10,30,54578,584,41.6,1
2029-12-13,32,137738,628,36.8,1
2029-12-21,26,72495,440,36.8,1
2029-12-23,51,333715,506,36.8,1
2029-12-31,31,117004,516,37.6,1
2030-01-04,31,142173,547,40.8,1
2030-01-16,52,140044,663,39.2,1
2030-01-17,51,113441,666,35.2,1
2030-01-21,44,300000,615,35.2,1
2030-01-23,50,274408,574,39.2,1
2030-01-24,38,135789,524,46.400000000000006,1
2030-01-26,46,47885,587,41.6,1
2030-01-29,39,62012,592,40.8,1
2030-01-30,27,70118,565,38.400000000000006,1
2030-02-01,42,179456,507,41.6,1
2030-02-09,55,100699,652,36.0,1
2030-02-12,26,67769,545,41.6,1
2030-02-15,41,81072,515,41.6,1
2030-02-22,48,199013,621,35.2,1
2030-03-02,48,109383,631,44.0,1
2030-03-04,30,95395,600,35.2,1
2030-03-14,43,61092,603,40.0,1
2030-03-26,45,130301,584,34.4,1
2030-03-28,44,106261,606,36.0,1
2030-03-31,55,57913,610,40.8,1
2030-04-01,46,62930,630,39.2,1
2030-04-03,46,100605,604,41.6,1
2030-04-04,34,235538,577,40.8,1
2030-04-06,23,76017,597,40.0,1
2030-04-14,45,149105,571,37.6,1
2030-04-17,40,182667,601,38.400000000000006,1
2030-04-18,44,81180,582,38.400000000000006,1
2030-04-21,34,192927,629,35.2,1
2030-04-23,60,41158,629,38.400000000000006,1
2030-05-02,37,35546,589,40.8,1
2030-05-03,44,124063,615,46.400000000000006,1
2030-05-05,43,181189,503,40.0,1
2030-05-06,47,41908,592,41.6,1
2030-05-10,32,109464,604,45.6,1
2030-05-14,34,41620,597,42.400000000000006,1
2030-05-21,64,136306,608,36.8,1
2030-05-22,54,107158,547,44.0,1
2030-05-24,23,52773,574,35.2,1
2030-05-26,39,58554,590,42.400000000000006,1
2030-05-28,42,85341,600,40.0,1
2030-05-29,51,114136,587,41.6,1
2030-06-01,48,115106,528,40.8,1
2030-06-02,32,126704,615,36.0,1
2030-06-09,18,94752,620,40.8,1
2030-06-21,39,56784,570,40.0,1
2030-06-22,36,74333,513,44.0,1
2030-06-24,44,200646,601,37.6,1
2030-06-26,47,207278,608,37.6,1
2030-06-30,42,39384,535,40.0,1
2030-07-01,49,69704,573,37.6,1
2030-07-03,50,74564,498,40.0,1
2030-07-04,25,167848,528,39.2,1
2030-07-05,57,187331,628,41.6,1
2030-07-07,32,115503,597,42.400000000000006,1
2030-07-08,36,95748,537,37.6,1
2030-07-09,49,66762,480,39.2,1
2030-07-14,61,69748,644,40.8,1
2030-07-17,42,65276,637,41.6,1
2030-07-20,49,96485,633,46.400000000000006,1
2030-07-22,54,172934,600,39.2,1
2030-07-26,27,58836,552,40.0,1
2030-07-31,39,155607,608,40.0,1
2030-08-10,26,49106,573,48.0,1
2030-08-11,36,73654,497,40.8,1
2030-08-14,48,105881,598,47.2,1
2030-08-20,40,52743,562,38.400000000000006,1
2030-08-24,39,90959,603,36.0,1
2030-08-25,38,99211,618,40.0,1
2030-08-27,60,104308,600,37.6,1
2030-08-29,49,58115,629,38.400000000000006,1
2030-08-31,55,148791,610,40.0,1
2030-09-03,53,126832,610,36.8,1
2030-09-06,33,35808,548,41.6,1
2030-09-07,44,105519,572,39.2,1
2030-09-14,18,61406,566,41.6,1
2030-09-24,37,75324,627,36.8,1
2030-09-29,48,64601,541,40.8,1
2030-10-08,34,73057,593,41.6,1
2030-10-09,48,89816,657,38.400000000000006,1
2030-10-10,38,185233,631,33.6,1
2030-10-14,40,43555,492,40.0,1
2030-10-19,49,101594,634,40.8,1
2030-10-22,53,69289,635,39.2,1
2030-10-25,37,89011,631,37.6,1
2030-10-30,47,145503,562,41.6,1
2030-11-03,34,165678,527,41.6,1
2030-11-06,51,128457,585,42.400000000000006,1
2030-11-14,28,116899,627,36.8,1
2030-11-16,47,41181,613,47.2,1
2030-11-21,34,107473,629,39.2,1
2030-11-26,44,154318,596,35.2,1
2030-11-27,44,70413,584,44.8,1
2030-12-02,48,52294,682,32.0,1
2030-12-06,40,76963,596,44.0,1
2030-12-10,42,152251,611,35.2,1
2030-12-12,59,95557,460,46.400000000000006,1
2030-12-13,40,105979,624,37.6,1
2030-12-14,25,183742,498,37.6,1
2030-12-17,45,81835,578,43.2,1
2030-12-20,30,25319,566,38.400000000000006,1
2030-12-21,40,106134,572,42.400000000000006,1
2030-12-24,46,101795,628,36.0,1
2031-01-01,29,30661,577,38.400000000000006,1
2031-01-02,41,108976,515,41.6,1
2031-01-03,53,77539,579,43.2,1
2031-01-06,35,127874,527,41.6,1
2031-01-08,43,56685,503,45.6,1
2031-01-11,32,98453,602,43.2,1
2031-01-18,42,184723,497,44.0,1
2031-01-21,52,69307,597,37.6,1
2031-01-25,47,74803,609,38.400000000000006,1
2031-01-28,49,80795,556,38.400000000000006,1
2031-02-05,28,79885,565,40.0,1
2031-02-11,37,90987,547,40.8,1
2031-02-12,36,82627,533,40.8,1
2031-02-25,31,100907,602,39.2,1
2031-03-01,47,107230,558,37.6,1
2031-03-03,34,53630,538,41.6,1
2031-03-07,30,125028,542,48.0,1
2031-03-12,47,82186,593,36.0,1
2031-03-15,37,267290,598,42.400000000000006,1
2031-03-17,39,84570,562,41.6,1
2031-03-21,49,28394,656,34.4,1
2031-03-22,51,39928,507,39.2,1
2031-03-24,50,130292,550,37.6,1
2031-03-30,34,59040,559,40.0,1
2031-04-04,40,86600,624,43.2,1
2031-04-09,18,103891,610,36.8,1
2031-04-10,33,80938,632,37.6,1
2031-04-11,33,61209,597,43.2,1
2031-04-14,70,284444,567,44.0,1
2031-04-19,50,154884,562,41.6,1
2031-04-24,30,92927,587,45.6,1
2031-05-01,41,57855,617,41.6,1
2031-05-10,45,59669,591,39.2,1
2031-05-14,56,121646,585,39.2,1
2031-05-31,48,97186,646,41.6,1
2031-06-13,55,67070,674,40.0,1
2031-06-26,45,65419,602,36.8,1
2031-07-01,38,83262,563,46.400000000000006,1
2031-07-04,58,105476,624,41.6,1
2031-07-16,60,70869,655,34.4,1
2031-07-22,42,74145,634,40.8,1
2031-07-23,55,62546,640,37.6,1
2031-07-26,43,179812,624,36.0,1
2031-07-31,46,54551,634,32.0,1
2031-08-01,36,71537,591,37.6,1
2031-08-03,38,106678,545,43.2,1
2031-08-06,37,76601,620,37.6,1
2031-08-10,57,202007,579,42.400000000000006,1
2031-08-11,58,145550,622,43.2,1
2031-08-13,27,118240,585,43.2,1
2031-08-18,41,122435,533,33.6,1
2031-08-19,44,146362,569,41.6,1
2031-08-23,43,167807,595,41.6,1
2031-08-25,46,56768,626,37.6,1
2031-08-28,40,43023,607,41.6,1
2031-09-04,32,51046,489,42.400000000000006,1
2031-09-06,48,37300,511,34.4,1
2031-09-11,34,81280,576,44.8,1
2031-09-13,36,57340,558,44.0,1
2031-09-14,48,80346,628,35.2,1
2031-09-16,52,53457,603,36.0,1
2031-09-20,59,83644,569,41.6,1
2031-09-21,48,51824,618,33.6,1
2031-09-28,41,94857,593,37.6,1
2031-09-29,44,95579,676,31.200000000000003,1
2031-10-04,67,159216,697,34.4,1
2031-10-09,40,100921,637,36.8,1
2031-10-11,55,108448,646,36.0,1
2031-10-12,48,48945,636,41.6,1
2031-10-14,48,133276,502,48.0,1
2031-10-22,37,90251,614,42.400000000000006,1
2031-10-26,18,124018,521,41.6,1
2031-10-28,53,135666,501,40.8,1
2031-10-29,37,132963,630,35.2,1
2031-10-31,44,153557,604,42.400000000000006,1
2031-11-01,44,87168,519,36.0,1
2031-11-05,48,74183,646,44.0,1
2031-11-07,38,157919,592,36.0,1
2031-11-10,52,34281,583,39.2,1
2031-11-13,48,68832,547,45.6,1
2031-11-17,39,94037,596,41.6,1
2031-11-22,21,54370,526,36.0,1
2031-11-24,41,84706,508,39.2,1
2031-11-25,40,224843,531,35.2,1
2031-11-28,57,103091,645,36.0,1
2031-11-29,28,64034,432,43.2,1
2031-12-07,41,46184,635,36.8,1
2031-12-21,42,179777,552,40.8,1
2032-01-02,38,52341,611,36.8,1
2032-01-14,36,91695,612,41.6,1
2032-01-16,41,78936,564,42.400000000000006,1
2032-01-17,41,51463,671,40.0,1
2032-01-24,45,67954,526,42.400000000000006,1
2032-01-25,48,117517,613,39.2,1
2032-01-30,52,113311,616,36.8,1
2032-02-10,33,92536,544,43.2,1
2032-02-12,39,127120,499,45.6,1
2032-02-17,43,104827,621,38.400000000000006,1
2032-02-20,40,54549,554,44.0,1
2032-02-25,30,300000,471,44.8,1
2032-02-27,43,300000,595,41.6,1
2032-03-02,46,109413,494,43.2,1
2032-03-03,61,78689,611,37.6,1
2032-03-07,40,52831,653,40.0,1
2032-03-08,42,92641,629,36.8,1
2032-03-09,34,75914,543,46.400000000000006,1
2032-03-18,32,162138,641,41.6,1
2032-03-19,39,84057,560,39.2,1
2032-03-23,34,68885,564,43.2,1
2032-03-26,29,88849,603,37.6,1
2032-04-04,33,61358,566,39.2,1
2032-04-05,27,102697,516,43.2,1
2032-04-06,40,115171,523,43.2,1
2032-04-09,37,102361,625,42.400000000000006,1
2032-04-10,44,68767,622,37.6,1
2032-04-11,44,129487,600,40.0,1
2032-04-14,33,77685,430,41.6,1
2032-04-16,25,115519,552,43.2,1
2032-04-18,40,66188,610,36.0,1
2032-04-20,28,67691,501,41.6,1
2032-04-21,75,167544,642,33.6,1
2032-04-28,46,98056,534,42.400000000000006,1
2032-05-03,23,72631,573,43.2,1
2032-05-04,54,181787,670,31.200000000000003,1
2032-05-05,42,90250,583,43.2,1
2032-05-16,45,136244,619,35.2,1
2032-05-18,33,219833,496,52.8,1
2032-05-31,54,72239,652,38.400000000000006,1
2032-06-02,53,115846,642,44.0,1
2032-06-06,55,65890,638,43.2,1
2032-06-07,71,203884,620,37.6,1
2032-06-09,48,85684,475,40.8,1
2032-06-10,35,52588,546,37.6,1
2032-06-15,40,62723,636,41.6,1
2032-06-16,32,78999,610,40.0,1
2032-06-23,56,204649,631,46.400000000000006,1
2032-06-24,32,119823,536,36.0,1
2032-06-26,58,122026,607,37.6,1
2032-07-15,28,68099,504,39.2,1
2032-07-26,42,158264,575,40.8,1
2032-07-29,42,228457,630,40.8,1
2032-07-30,42,98459,634,36.8,1
2032-08-02,42,67004,603,38.400000000000006,1
2032-08-04,19,118776,550,44.8,1
2032-08-08,54,85763,623,36.8,1
2032-08-09,30,21116,541,40.0,1
2032-08-10,34,95862,502,38.400000000000006,1
2032-08-13,35,121913,656,38.400000000000006,1
2032-08-14,49,248097,561,41.6,1
2032-08-16,45,54354,627,34.4,1
2032-08-20,60,106868,612,44.0,1
2032-08-21,36,76465,567,44.0,1
2032-08-27,42,54197,640,39.2,1
2032-08-28,53,92275,616,38.400000000000006,1
2032-09-01,29,184104,507,35.2,1
2032-09-10,56,144504,645,32.800000000000004,1
2032-09-13,59,70373,574,44.0,1
2032-09-19,48,113998,626,47.2,1
2032-09-20,70,135765,533,38.400000000000006,1
2032-09-25,32,72606,519,44.8,1
2032-09-27,60,161953,653,34.4,1
2032-09-28,50,189938,555,45.6,1
2032-09-29,40,56643,604,36.8,1
2032-09-30,56,174632,494,39.2,1
2032-10-04,31,48088,517,42.400000000000006,1
2032-10-09,49,100576,564,50.400000000000006,1
2032-10-11,48,150582,588,43.2,1
2032-10-13,43,76650,632,40.8,1
2032-11-03,40,152488,652,37.6,1
2032-11-04,25,76711,563,42.400000000000006,1
2032-11-08,47,39046,530,36.0,1
2032-11-12,18,146490,622,37.6,1
2032-11-13,31,39443,563,46.400000000000006,1
2032-11-15,41,40497,647,40.0,1
2032-11-25,29,92102,606,38.400000000000006,1
2032-11-30,61,142813,634,36.8,1
2032-12-03,34,76664,560,37.6,1
2032-12-06,26,186825,539,44.8,1
2032-12-12,37,100627,593,42.400000000000006,1
2032-12-15,53,114349,585,44.8,1
2032-12-22,41,91471,604,37.6,1
2032-12-28,59,77521,652,40.0,1
2032-12-31,34,80880,550,42.400000000000006,1
2033-01-01,53,125359,651,40.8,1
2033-01-07,48,34847,536,36.8,1
2033-01-08,41,43044,651,33.6,1
2033-01-11,35,64151,589,42.400000000000006,1
2033-01-18,38,151274,591,44.8,1
2033-01-26,34,97033,579,39.2,1
2033-02-02,48,120431,596,39.2,1
2033-02-03,47,104249,635,34.4,1
2033-02-04,43,110686,532,39.2,1
2033-02-10,21,77157,554,41.6,1
2033-02-17,53,86634,621,36.0,1
2033-02-21,55,76158,601,42.400000000000006,1
2033-03-03,60,43882,586,37.6,1
2033-03-05,54,52160,633,41.6,1
2033-03-12,55,129534,581,40.0,1
2033-03-15,37,124238,587,40.8,1
2033-03-16,47,96844,528,36.8,1
2033-03-21,39,114539,623,52.8,1
2033-04-01,28,69112,578,48.0,1
