AnnualIncome,LoanAmount,MonthlyDebtPayments,DebtToIncomeRatio,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,NetWorth,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved
48416,15923,669,0.4333799953691792,8695,1222,40899,55465,6170,4034.6666666666665,418.8455704367392,0.2696246456799585,0
53630,12899,478,0.2436887735100641,9054,2024,36172,43981,3303,4469.166666666667,493.8417138834639,0.2174547933358487,1
20452,33551,513,0.3674738823616273,14165,924,128136,39835,88301,1704.3333333333333,1764.9253772750233,1.3365492141257718,0
15000,38347,169,0.1183440966276301,897,1926,243363,9246,234117,1250.0,1573.5141351051109,1.3940113080840886,0
29883,34356,487,0.2585889567265805,1541,776,14530,2625,11905,2490.25,1027.5324783596022,0.6081849125026011,0
125028,31832,816,0.6016017126715963,2851,2721,10128,12010,9526,10419.0,1002.5923281952804,0.1745457652553297,1
27844,24628,492,0.041602811808911,2338,741,56007,6628,49379,2320.333333333333,906.298506,0.6026282887636997,0
31520,34307,1016,0.3024942721987236,6927,1509,8436,22123,5161,2626.6666666666665,1400.752688486952,0.9200835108452864,0
62411,26906,516,0.1485460229787235,1675,1029,60460,87844,7003,5200.916666666667,732.1161106,0.2399800247885725,0
28418,14486,288,0.3533186894930955,5583,1536,103117,33424,69693,2368.1666666666665,371.1382181863732,0.2783326982277598,0
82186,17474,333,0.1891909287252002,880,472,152774,50654,102120,6848.833333333333,381.3446363075876,0.1043016527838202,1
30207,22147,283,0.4307576140782876,4344,579,49121,1297,47824,2517.25,575.5695510622587,0.3410744070164897,0
29178,35601,390,0.426360828,24678,2087,49284,14253,35031,2431.5,912.238559102582,0.5355700428141401,0
267290,22998,436,0.2118380957181729,4199,5245,55418,9039,46379,22274.166666666668,708.8609533431234,0.0513985986760353,1
31121,6953,651,0.7455188159989499,3465,5016,81497,52749,28748,2593.4166666666665,167.73588638633743,0.3156977808115436,0
84570,11681,534,0.3777604879201819,1208,336,291679,11523,280156,7047.5,266.10737636713714,0.1135306670971461,1
27914,35809,483,0.1599336082285911,5346,1022,124282,4746,119536,2326.1666666666665,1127.023871099119,0.6921360769932446,0
20095,54339,722,0.5530467106939408,646,12476,79291,10708,68583,1674.5833333333333,1717.0216716116165,1.4564946533634937,0
46982,21096,527,0.1909853656897037,8071,439,20409,28757,9987,3915.1666666666665,814.3057917317708,0.3425922587540175,0
28394,10459,322,0.1165221153521704,5219,1364,211695,6529,205166,2366.1666666666665,370.4859744986388,0.2926615374369115,1
39928,18559,337,0.348232062,3700,1210,419431,29636,389795,3327.333333333333,723.3122407121207,0.3186672733055862,1
28017,34093,1199,0.092170524,683,3117,104818,10875,93943,2334.75,768.3142017010708,0.842623065,0
130292,17721,167,0.0442976433916715,11039,2098,26485,91439,10384,10857.666666666666,1660.2483925200256,0.1682910747416595,1
17983,54160,338,0.1881093562182728,4460,478,113970,24213,89757,1498.5833333333333,1798.5071383731938,1.4256845721224671,0
67549,21983,450,0.1383774704307264,966,507,81268,12578,68690,5629.083333333333,705.9811190011815,0.2053586792996813,0
53827,22692,440,0.4756293704114043,8499,5281,19478,4638,14840,4485.583333333333,1172.9366631035268,0.3595823649328835,0
38194,70934,355,0.2316237397732898,2876,8994,158394,13588,144806,3182.833333333333,2210.6803756129057,0.8060995053504442,0
29092,18698,825,0.2415408159388637,1904,321,260984,18716,242268,2424.333333333333,713.6695525,0.6346773900066488,0
59040,11093,657,0.1264552403824299,7454,1891,26084,238431,3364,4920.0,355.67621513776936,0.2058284990117417,1
46839,25172,156,0.2130145018560514,8906,1139,37167,12091,25076,3903.25,801.1442380602049,0.2452172517927893,0
68230,20849,273,0.2736208053367619,3345,3207,10708,41484,5991,5685.833333333333,591.2903087133736,0.1520076755761466,0
33327,30303,756,0.1103908539537544,3792,1441,31979,17956,14023,2777.25,832.4169828069238,0.5719387821791067,0
22814,38741,493,0.1059459278220856,30787,1660,32447,14838,17609,1901.1666666666667,1047.110861363996,0.8100872418851561,0
86600,18756,238,0.561761275,696,778,51284,30244,21040,7216.666666666667,575.1377623948152,0.1126749786228381,1
49945,17041,478,0.2531787512242935,10112,1686,11798,5942,5856,4162.083333333333,557.2201249707826,0.2487264290649593,0
29982,26289,253,0.6796838121231216,2053,3100,78321,12084,66237,2498.5,1041.9906033815705,0.518307226,0
33003,36055,154,0.1418503194170937,2770,6279,37577,52289,10366,2750.25,1062.5667897843264,0.4423477101297433,0
87359,43171,429,0.2552294835957477,2303,465,54951,4582,50369,7279.916666666667,1752.4814170352531,0.2996574709465886,0
103891,23878,407,0.3207724939225072,15883,1019,198492,8143,190349,8657.583333333334,694.3826772197408,0.12721594870236,1
80938,21625,458,0.1613583862368627,8298,1181,71946,60335,11611,6744.833333333333,575.8905434930696,0.1532862996604417,1
61209,22754,379,0.6273882149418927,1574,312,198018,15760,182258,5100.75,866.9872911461879,0.2442753107182645,1
73717,32099,447,0.3658564511439248,1386,118,99585,73858,25727,6143.083333333333,2933.324662417919,0.5502651484598536,0
32752,14555,318,0.4518122896457023,3359,372,15600,40500,10445,2729.333333333333,429.6525601311426,0.2739323009762369,0
284444,20701,177,0.5711519158485764,641,1408,69497,39927,29570,23703.666666666668,766.3124014241521,0.039796054,1
27643,24666,902,0.2971239211401539,8493,211,436486,44202,392284,2303.583333333333,893.4158671539934,0.7794013097655074,0
40413,18381,305,0.2226153082292056,10365,1617,162221,17774,144447,3367.75,1016.8438808260452,0.3925005955982615,0
30577,49904,838,0.1068409563878234,681,546,83632,12514,71118,2548.083333333333,1593.2790747404115,0.9541599534579892,0
63858,70498,273,0.4186336465221873,2669,1804,178773,16732,162041,5321.5,1931.0025361536973,0.4141694139159442,0
154884,12858,342,0.3933187034797214,3755,1816,34849,22038,12811,12907.0,378.1161191470833,0.05579268,1
48081,70675,168,0.2269814877200188,3383,390,52141,34867,17274,4006.75,1906.9457080462212,0.5178625339854549,0
54415,44401,260,0.262512983,1864,2833,169455,72535,96920,4534.583333333333,1650.2119896625395,0.4212541372039047,0
15000,25546,252,0.534578561,384,2525,167412,51771,115641,1250.0,1054.0807282702012,1.0448645826161609,0
58856,22389,375,0.393117085,3525,4369,34243,2046,32197,4904.666666666667,690.8557546148261,0.2173146162732416,0
92927,22463,347,0.4011157701002104,809,5325,23832,104879,10338,7743.916666666667,1127.0655097234028,0.1903514168829385,1
46528,26441,255,0.1848485119370032,5000,5540,11190,9332,1858,3877.3333333333335,870.0147101,0.2901516618162408,0
22394,39458,274,0.069589242,2255,410,53647,196547,8176,1866.1666666666667,1384.8205589287024,0.888891967,0
19139,15654,390,0.3820490251155046,7212,614,19382,6741,12641,1594.9166666666667,349.2419077898893,0.4634987665749868,0
24905,11240,428,0.029541371,7648,10178,17826,128279,7014,2075.4166666666665,1038.4984302591677,0.7066043430279065,0
22892,25994,1264,0.2352190550543727,636,458,61771,170975,10167,1907.6666666666667,796.8657413293814,1.080307045952847,0
99810,38401,195,0.3906857576044021,1904,1798,47924,23184,24740,8317.5,1055.7723331483835,0.150378398935784,0
57855,10596,761,0.4742394953835434,1635,1829,85691,22980,62711,4821.25,313.881275,0.22294659579838,1
135250,84036,376,0.1937585061787352,259,719,60978,4900,56078,11270.833333333334,2877.113717,0.2886311615443421,0
44481,29120,492,0.4933474902947662,456,936,68115,7914,60201,3706.75,691.6043628543987,0.3193105450473861,0
26544,18014,674,0.3536215553196923,790,5223,88338,6041,82297,2212.0,682.4066986362158,0.6132037516438589,0
33971,14489,367,0.3251387943816742,4611,786,6419,5066,1353,2830.9166666666665,340.95800381946805,0.2500808350014311,0
40778,36283,354,0.1878412582851958,2747,286,122027,5494,116533,3398.1666666666665,3399.583671,1.104590809974041,0
33045,23801,214,0.2271585772009411,5525,2265,89907,37941,51966,2753.75,773.7092899546011,0.3586779082903681,0
116758,37569,257,0.2978053054255978,1104,976,12427,5084,7343,9729.833333333334,1185.3983066800604,0.1482449140971986,0
61561,36885,426,0.094518158,1893,2016,65130,62746,2384,5130.083333333333,1447.4672853100096,0.3651923689303312,0
59669,11906,588,0.1845690589666785,5774,687,209412,24721,184691,4972.416666666667,1100.2448345518694,0.3395219965915707,1
18034,15442,447,0.3318168586995866,2467,1533,157747,2802,154945,1502.8333333333333,466.3622208204845,0.6077601558082408,0
60756,16477,252,0.3274277316452294,808,1522,29522,55412,5118,5063.0,468.3595855064005,0.1422791991914676,0
42772,15269,459,0.075748838,3158,670,50710,7351,43359,3564.333333333333,432.4657034154649,0.2501072767461325,0
121646,17272,501,0.29970221272914,1547,1228,13428,15050,8051,10137.166666666666,433.2378206134156,0.092159659,1
71611,31194,461,0.1838701195931587,1785,430,32732,23966,8766,5967.583333333333,861.7872695787737,0.221662136193396,0
46398,18724,594,0.1509516002084325,5356,144,9401,24306,5382,3866.5,493.7606167477707,0.2813295271557663,0
15000,19618,223,0.049897299,2580,4348,182175,50301,131874,1250.0,473.8005525688295,0.5574404420550636,0
40891,12954,547,0.037280857,1049,845,7329,12184,8262,3407.583333333333,642.7512290520525,0.3491480949016808,0
21797,34821,177,0.3500175756846466,4358,285,9287,6045,3242,1816.4166666666667,995.7800191974554,0.6456558347648513,0
62854,43134,368,0.5414680976891659,5646,3599,16620,24187,10594,5237.833333333333,1735.6614098227117,0.4016281687382274,0
25169,17936,392,0.059109113,3657,2555,28637,45917,4180,2097.4166666666665,492.27971520376485,0.421604218778862,0
55741,36975,959,0.3821710471681717,3756,2128,24792,11897,12895,4645.083333333333,1888.345148865048,0.6129804235012034,0
15000,33184,672,0.3099673484968908,22439,769,90151,32875,57276,1250.0,1120.1070625581422,1.4336856500465138,0
21115,23224,344,0.3801399698271503,10107,2247,137971,15637,122334,1759.5833333333333,1149.409217235404,0.8487288944743002,0
25404,34107,384,0.1231591138677566,1901,203,38207,15380,22827,2117.0,1197.9746914163468,0.7472719373719163,0
33580,28528,346,0.2531289247854072,8021,1921,27019,99201,9171,2798.333333333333,1132.820545082518,0.5284647570277015,0
56933,14420,270,0.1565207584544327,2956,293,106332,19371,86961,4744.416666666667,365.3634477290089,0.1339181383863155,0
17103,14914,661,0.3507465682818576,16267,464,46382,33115,13267,1425.25,585.9254775,0.874881935,0
32182,49105,405,0.091088145,1861,3094,120905,24161,96744,2681.833333333333,2614.025709863334,1.125732040219999,0
32811,33937,568,0.1340551363123209,6947,1990,58530,29269,29261,2734.25,1794.387991,0.8639985336830759,0
97186,45566,593,0.5608020971923087,280,952,114422,52230,62192,8098.833333333333,1646.268500048758,0.2764927252956711,1
55801,14751,182,0.3625530412079381,1885,2692,29514,2482,27032,4650.083333333333,403.3851733362857,0.1258870285485104,0
20115,11427,265,0.2580943798522612,2134,1143,99175,4320,94855,1676.25,314.9163419624157,0.3459605321177722,0
19615,14503,653,0.03135831,9548,1823,25958,50883,9328,1634.5833333333333,441.0534510610819,0.6693164115591631,0
27996,14422,334,0.402160349381618,3844,278,45552,4485,41067,2333.0,780.6807296881335,0.4777885682332333,0
15159,40377,140,0.2253554726642055,3488,253,20823,19839,9629,1263.25,1111.2732873908071,0.9905191271647,0
118729,33457,193,0.1954754913801789,6160,291,138578,10333,128245,9894.083333333334,1141.483828955084,0.1348769546400711,0
59559,35844,395,0.039238859,13214,282,140164,11269,128895,4963.25,1217.0460042515738,0.3247964547930436,0
30349,20577,226,0.3220604305752644,5500,3613,21613,23905,2043,2529.083333333333,572.7426170499782,0.3158229729018991,0
16812,37248,534,0.3003370676445501,837,1938,18348,87314,1464,1401.0,1498.5709069336365,1.4508000763266498,0
22262,24207,399,0.3642172525868137,1399,944,23077,73081,7759,1855.1666666666667,626.7509604170368,0.5529157993443734,0
45327,24596,330,0.5347253205162569,2028,1451,119420,38560,80860,3777.25,657.2354454135169,0.2613635436927704,0
15657,17421,387,0.1204107276607028,5886,384,13315,6862,6453,1304.75,874.0285725605261,0.9664905710370002,0
67070,22578,465,0.5870489889540244,1066,805,178984,4531,174453,5589.166666666667,588.5963835741046,0.1885068824047898,1
62011,37124,338,0.1786711833181138,16628,1226,37166,7517,29649,5167.583333333333,1165.3805778678272,0.2909252702651776,0
37992,20360,345,0.4978066,2061,533,53475,38738,14737,3166.0,809.5803256584433,0.3646810883317887,0
16196,22996,725,0.6904862489209042,913,314,28888,22748,6140,1349.6666666666667,590.3527033,0.974575971787372,0
68949,41137,334,0.1569803181604191,3381,2428,38029,14497,23532,5745.75,1481.2347792856197,0.3159265159962789,0
26401,25007,220,0.1532522958141987,4897,898,98251,20972,77279,2200.083333333333,626.1910522141073,0.3846177276076394,0
26789,25503,360,0.2601963576693671,8632,1421,80134,43186,36948,2232.4166666666665,844.9897322140582,0.5397691883447945,0
66091,30310,366,0.1990124641926724,4164,613,26306,16709,9597,5507.583333333333,702.1603265175878,0.193943561,0
34158,20764,389,0.1088062486796673,3402,545,246398,9093,237305,2846.5,766.1442017854818,0.4058121207748048,0
29186,42096,719,0.075943517,810,294,97536,9269,88267,2432.1666666666665,1273.3171097778927,0.8191532007584018,0
43748,16809,236,0.3739622193539823,2295,649,30919,73083,5312,3645.6666666666665,846.3480280055483,0.2968861739066147,0
46070,27116,209,0.1191524565135868,1141,89,25063,18748,6315,3839.1666666666665,804.2958683,0.2639364102347127,0
47590,34504,330,0.3404589906160077,2515,354,194812,21397,173415,3965.8333333333335,1137.4539552714562,0.3700241114363831,0
65419,10929,880,0.1979572976778439,3741,2405,91960,46859,45101,5451.583333333333,549.7066420377564,0.262255304,1
33107,22179,246,0.3189942975798108,2236,2121,42283,52406,7254,2758.9166666666665,684.9908763826637,0.3374479873317415,0
32400,26175,453,0.2902493220829654,2966,1864,74930,72869,2061,2700.0,759.0630261,0.448912231897887,0
33669,12049,336,0.2930977037498878,17765,85,17850,68033,8595,2805.75,432.0746979672663,0.2737502264874868,0
35866,29030,258,0.2121011526035131,2763,1684,36434,58121,5371,2988.833333333333,1598.8376875606473,0.6212583575176425,0
83262,36728,205,0.4213320562850942,1577,2030,40268,6333,33935,6938.5,1118.5477678031157,0.1907541641281423,1
64162,32318,1536,0.1572794840715513,5643,400,60407,9484,50923,5346.833333333333,831.0229948270278,0.4426962366809691,0
29546,24237,320,0.244169179596751,3789,3112,186707,27703,159004,2462.1666666666665,705.9313858248127,0.4166782857204952,0
105476,14944,347,0.3858152949986481,8391,1045,255069,45430,209639,8789.666666666666,456.6882487508261,0.091435578,1
29682,15501,555,0.4171002085110889,356,919,19999,109811,10466,2473.5,484.53116237565456,0.4202672983123729,0
118822,22721,400,0.2320857629613525,25181,259,25440,41655,7252,9901.833333333334,624.6497464185142,0.1034808112725098,0
49076,24894,468,0.201593659,2739,2142,62958,56308,6650,4089.6666666666665,753.9710050207086,0.2987947685273556,0
36964,19362,652,0.5186942280718083,3867,627,48420,7331,41089,3080.333333333333,690.3545222,0.435782227739049,0
85746,61082,431,0.3994384902759153,1094,5533,94728,41985,52743,7145.5,1791.0181723616315,0.3109674861607489,0
34417,17403,294,0.5164049695791176,8973,1751,12314,11068,1246,2868.083333333333,922.7278903147438,0.4242303130364914,0
50935,14925,410,0.5149789723587348,2155,802,31194,7241,23953,4244.583333333333,455.7814074792508,0.2039732382399334,0
44376,9875,410,0.4010672819802007,1952,230,48811,7145,41666,3698.0,512.3580875628545,0.2494207916611288,0
17107,31232,229,0.215713287836125,8152,2409,36902,52596,7140,1425.5833333333333,959.9654652,0.8340203181435752,0
43146,20780,348,0.047900571,1417,642,39519,32755,6764,3595.5,573.7506436510574,0.2563622983315415,0
46876,59737,308,0.3883520014829376,4251,12074,116722,125865,10164,3906.3333333333335,1531.8875368319248,0.4710011614041961,0
70869,23770,509,0.065260928,15355,169,164661,32345,132316,5905.75,857.3676814253779,0.2313622624434454,1
111164,44684,665,0.1589950118433644,2496,1954,169430,7697,161733,9263.666666666666,1733.1055826440045,0.2588721797679829,0
54007,6679,405,0.1976107485481083,618,666,16001,22607,5050,4500.583333333333,217.42394395025983,0.1382985044050423,0
33466,30943,526,0.094039535,4010,2711,45592,15282,30310,2788.833333333333,1026.2134158606102,0.5565816348033025,0
47079,19924,391,0.4113428936441135,5971,323,136460,22041,114419,3923.25,763.8649365202431,0.2943643500975577,0
31552,15824,199,0.095694031,436,2527,125515,29089,96426,2629.333333333333,434.5339514299579,0.2409485109393855,0
74145,17155,186,0.0309301485219826,2784,274,52725,55779,9442,6178.75,522.6869422909651,0.1146974618314327,1
62546,16512,540,0.1249341138974974,5710,531,53906,1304,52602,5212.166666666667,467.5069597954883,0.1932990681665631,1
23597,14451,464,0.1810358926176529,2564,464,197192,13472,183720,1966.4166666666667,374.42402225231314,0.4263714992171783,0
83715,38248,431,0.5202451034319486,3253,612,42251,3256,38995,6976.25,1230.5555219732505,0.2381731620818133,0
179812,36662,561,0.1403352866831567,1361,178,20146,31466,7382,14984.333333333334,1875.5590220578608,0.1626071022217334,1
45278,49227,611,0.043960546,1392,7803,30975,20540,10435,3773.1666666666665,1838.4069598613287,0.649164793,0
15000,14167,470,0.097188041,729,334,77102,18806,58296,1250.0,509.8941120467957,0.7839152896374366,0
37259,18441,122,0.1295543555523357,10889,5706,26566,270140,7810,3104.9166666666665,703.2121197068385,0.2657759316267764,0
22873,27761,279,0.5355324984917321,3491,77,7717,34136,3680,1906.0833333333333,1059.0595252957391,0.701994242,0
54551,16983,231,0.162347431,7816,245,336345,19230,317115,4545.916666666667,647.1960313094716,0.1931834865669494,1
71537,35632,673,0.026674272,4430,785,94384,16509,77875,5961.416666666667,1325.124498216201,0.3351761183526623,1
31082,15478,204,0.1411754635792661,381,596,27088,5689,21399,2590.1666666666665,469.1229382130202,0.2598763032802343,0
106678,18723,109,0.24397012816155,1790,185,146565,7264,139301,8889.833333333334,564.9707787249034,0.075813657,1
15000,6326,589,0.4408572573672007,1459,399,113794,19675,94119,1250.0,186.47634399411763,0.6203810751952942,0
44331,61672,439,0.068008627,418,1760,275999,37611,238388,3694.25,1641.2546753408674,0.5631060906383887,0
76601,20208,193,0.3178176525258025,2869,2328,285712,5541,280171,6383.416666666667,494.2703734830993,0.1076649714990299,1
16600,16472,383,0.3521842369902154,2962,3779,55960,20663,35297,1383.3333333333333,464.20728049634977,0.6124389979491686,0
24915,28499,292,0.1825731998567116,2224,2889,94625,51449,43176,2076.25,1105.3318729784753,0.6730075246133536,0
105977,47836,265,0.2521913816144026,2715,1131,166125,6764,159361,8831.416666666666,1537.925585337961,0.2041490797442419,0
202007,39353,589,0.5771428493603084,3080,364,146422,62775,83647,16833.916666666668,1542.0354672002002,0.1265917795244838,1
145550,9241,143,0.2059599590934701,5631,1058,56113,200907,5841,12129.166666666666,231.75975696683145,0.0308974035286978,1
34863,17130,349,0.6965839247361227,935,1740,53274,30355,22919,2905.25,432.0691591,0.2688474861209287,0
118240,20602,211,0.3788763588877001,2285,1432,14855,52207,6742,9853.333333333334,603.5503425889591,0.082667491,1
35467,19056,507,0.641137553,11335,1889,131216,35431,95785,2955.583333333333,545.5508518,0.3561228810237263,0
65432,15278,393,0.3577013837298428,2023,1459,115464,10386,105078,5452.666666666667,451.1526796,0.1548146496459991,0
32849,20912,382,0.3614552191847205,5664,1103,64221,14074,50147,2737.4166666666665,606.5416664,0.3611221040868873,0
27474,15533,1051,0.5026059951103259,914,3206,39853,25530,14323,2289.5,496.8447472487418,0.6760623486563625,0
122435,34866,295,0.1513495923609186,1478,542,460096,7734,452362,10202.916666666666,1001.6759597796124,0.1270887533577437,1
146362,13682,450,0.2841391350217334,1101,397,42763,3065,39698,12196.833333333334,517.9287304105823,0.079359019,1
22191,21199,163,0.22216702767239,9823,895,16652,32252,9526,1849.25,825.8187424027557,0.534713393,0
74075,21918,307,0.4080400888517099,1221,3049,13308,3262,10046,6172.916666666667,586.1152675249274,0.1446828648032282,0
48981,17902,323,0.3883169638110993,4455,1019,18181,44217,4812,4081.75,558.6176577604746,0.2159901164354687,0
167807,15159,375,0.2784791258340798,6034,565,21393,15907,5486,13983.916666666666,558.9887166286321,0.066790209,1
18707,20084,263,0.181857937,7311,6593,51892,17401,34491,1558.9166666666667,640.3059708,0.5794446811171063,0
56768,15156,301,0.2976528498287927,3410,2212,58509,3290,55219,4730.666666666667,738.6710464784231,0.2197726282014705,1
24851,26721,483,0.4097823534073299,2109,14016,201966,11797,190169,2070.9166666666665,1165.6946060185255,0.7961182758127362,0
16702,50284,736,0.1710519853133704,1826,378,549562,22669,526893,1391.8333333333333,1575.1981340191571,1.660542307,0
43023,22300,349,0.3765274123269077,5912,1587,54074,13004,41070,3585.25,659.3570977161744,0.2812515438856912,1
43616,15305,259,0.3954614234161256,16013,141,42407,7518,34889,3634.6666666666665,411.28777534057,0.1844151986446909,0
33719,28682,768,0.2884082101029543,4632,3311,29304,10584,18720,2809.9166666666665,887.1778949314511,0.5890487481591214,0
75616,39589,291,0.3745468827331652,4559,468,99270,35939,63331,6301.333333333333,1296.5017812911503,0.2519310909793404,0
134518,53495,610,0.1858297077706712,2196,320,94086,279283,10673,11209.833333333334,2813.1922309658407,0.3053740523319562,0
58559,32956,838,0.4547668210469103,9191,5746,43806,8946,34860,4879.916666666667,900.9783943829872,0.3563541169179092,0
17163,53905,236,0.2455452121358529,3981,823,16189,10387,5802,1430.25,2125.240280018997,1.6509283551959426,0
51046,16358,491,0.4074572993303385,3771,6647,202720,23961,178759,4253.833333333333,621.5353671962738,0.2615371313394837,1
85032,24983,480,0.2367442965591346,5411,2345,108459,16551,91908,7086.0,802.1251932680169,0.1809377918808943,0
37300,17596,400,0.055719439,7527,2011,640757,28172,612585,3108.333333333333,665.6510746927679,0.3428368068716679,1
94523,28850,305,0.0195396127530205,7138,3648,244206,11342,232864,7876.916666666667,726.3634428716352,0.1309349186384226,0
43079,38467,314,0.062768385,2404,2194,104372,49254,55118,3589.9166666666665,981.6013032744112,0.3609001053713627,0
26721,21185,339,0.0183607683884957,4633,451,22882,51683,8966,2226.75,595.8751887510178,0.4198384141690885,0
18547,36582,348,0.3735316142366391,2242,1386,228551,1826,226725,1545.5833333333333,1008.2916259570152,0.8775273365764913,0
81280,14220,484,0.5357438698804474,2362,1201,72620,10894,61726,6773.333333333333,448.6930938944425,0.1377007520513448,1
68024,36894,256,0.3290677106699315,3020,121,57799,32283,25516,5668.666666666667,1191.1775745046853,0.2552941740276406,0
57340,9754,261,0.2834856459964194,2596,10110,99820,11182,88638,4778.333333333333,268.27859347607574,0.1107663606856105,1
80346,15458,499,0.1669426048678895,338,622,106202,11017,95185,6695.5,767.6756996961182,0.1891831378830734,1
88384,24454,288,0.1092727398688793,3346,1080,41155,62055,10344,7365.333333333333,935.5943627112948,0.1661288508387891,0
53457,10823,614,0.1630080046549414,9281,2808,116472,18497,97975,4454.75,279.09341003485264,0.2004811515875981,1
44349,32064,730,0.5293155274941067,2575,1118,193599,25209,168390,3695.75,930.6986175059144,0.4493536136118282,0
56335,33658,188,0.291153564517487,1192,4494,5918,33163,7336,4694.583333333333,1080.134401120327,0.2701271467727687,0
29592,28606,429,0.131507726,6050,1209,40477,10651,29826,2466.0,2692.8364478105045,1.265951519793392,0
83644,15917,443,0.3769585153198637,4740,1350,85843,4270,81573,6970.333333333333,844.9755857,0.1847796258944811,1
51824,16218,565,0.226412626,2244,616,463384,15345,448039,4318.666666666667,617.9681772230774,0.2739197693477332,1
18993,19224,945,0.5029200750655013,20176,1480,43534,81550,2606,1582.75,1016.8293846509752,1.2395067980735903,0
29580,22707,719,0.323648031987379,1067,426,67347,12485,54862,2465.0,1149.356306292771,0.7579538767921992,0
30830,18379,260,0.054724236,19019,193,154933,1450,153483,2569.1666666666665,647.2543762783012,0.3531317714998253,0
58567,45311,227,0.2619973183148178,1111,4277,42794,24708,18086,4880.583333333333,1189.2186649273103,0.2901740567064682,0
35058,93361,724,0.3233843527134787,16775,795,48270,30517,17753,2921.5,3025.532607537781,1.2834272146287116,0
53986,28890,984,0.4691143686666376,2496,371,98159,22831,75328,4498.833333333333,664.160406,0.366352848363745,0
94857,14258,514,0.355047852,2238,1726,321071,27129,293942,7904.75,358.8712091322278,0.1104236325161741,1
95579,26742,344,0.1006488264198781,2490,4595,307743,15152,292591,7964.916666666667,745.6923137,0.1368115147111808,1
34580,15824,219,0.1401569505145674,2268,2031,15855,11687,4168,2881.6666666666665,470.2129897953168,0.2391716563777849,0
29618,13019,549,0.064147401,1745,355,21649,13198,8451,2468.1666666666665,376.3222100600336,0.3749026443622257,0
61638,17294,877,0.3325835478118867,4376,157,147528,15587,131941,5136.5,481.83118398009066,0.2645441806638938,0
21715,32813,460,0.2938557399863982,12649,799,24491,69269,10248,1809.5833333333333,803.1165637565949,0.6980151399990394,0
159216,20411,1241,0.1686641496091925,2412,1705,29121,15952,13169,13268.0,700.3767239280774,0.1463202233892129,1
63433,36153,512,0.1065328408452139,1933,1509,34911,58076,5151,5286.083333333333,935.3622282528316,0.2738061693288033,0
33186,35775,648,0.1482942343706714,1457,2565,122566,209398,2399,2765.5,1192.0825227982657,0.6653706464647499,0
23876,19562,524,0.1552087040289627,7967,731,24076,20996,3080,1989.6666666666667,1792.7056530117036,1.1643687316192175,0
82280,49509,861,0.7125876226608592,26827,300,62583,27880,34703,6856.666666666667,1433.5046356029577,0.334638498,0
100921,20526,359,0.072219043,4983,2111,15682,33872,5584,8410.083333333334,605.7442321924458,0.1147128029479429,1
40254,35260,452,0.1319286982954192,5445,547,42813,32299,10514,3354.5,993.6817379,0.4309678753665211,0
108448,19370,338,0.2950851082649415,3049,701,131360,14983,116377,9037.333333333334,518.5998009784737,0.094784575,1
48945,24666,211,0.3122925076666903,1086,69,14210,55588,8029,4078.75,864.2493608,0.2636222766330598,1
60863,13981,503,0.2194764636926912,9812,3436,43831,30140,13691,5071.916666666667,372.16096374024966,0.172550343638713,0
133276,11536,293,0.407654145106032,443,1532,10651,36925,3546,11106.333333333334,456.4255701527774,0.067477317,1
38671,8783,466,0.5117537104081599,3099,7573,15598,4412,11186,3222.583333333333,230.5861707074187,0.2161576904783694,0
68232,87606,521,0.1193691143073112,1215,1237,75698,27030,48668,5686.0,3725.320368753957,0.7468027380854656,0
39210,18455,239,0.1468205746167056,2413,1365,10339,43456,6577,3267.5,903.5824602410814,0.3496809365695735,0
66769,92089,513,0.1546879783331611,3957,364,14907,13896,1011,5564.083333333333,8754.455749,1.6655853612588707,0
83629,32159,262,0.1331963791210301,9998,823,130019,27530,102489,6969.083333333333,1644.370733976237,0.2735468414989399,0
25588,24242,470,0.3050857438328665,3017,1369,76104,17367,58737,2132.333333333333,645.2271736007197,0.5230078975773267,0
24835,34922,309,0.1570212619055412,5070,2374,736195,12606,723589,2069.583333333333,971.3903749,0.6186706059558669,0
90251,26997,314,0.5528057283731386,5362,2538,49406,315550,7286,7520.916666666667,792.5660866697758,0.1471318106174702,1
58967,59043,709,0.2457920558404451,1441,506,23381,28771,3770,4913.916666666667,1663.061031418662,0.482723089,0
116711,42327,145,0.2959530953068308,6243,490,58208,7077,51131,9725.916666666666,1671.1841812996677,0.1867365558995811,0
53640,22927,1178,0.2630657553685146,2543,342,185012,115256,69756,4470.0,890.9516733567712,0.4628527233460338,0
124018,23657,968,0.4311450545768825,3719,2255,157654,44264,113390,10334.833333333334,765.0980458070451,0.167694822926386,1
61417,16669,422,0.07750397,390,3209,258991,116797,142194,5118.083333333333,509.8395107390028,0.1820680614303537,0
135666,16026,612,0.4211673441978867,2225,1225,131452,15675,115777,11305.5,467.0853115323711,0.095447818,1
132963,5160,278,0.1051982761978506,1602,1175,39688,27396,12292,11080.25,179.15102495103568,0.041258187,1
32230,47212,903,0.1703993691159351,6900,1796,9794,21132,6866,2685.833333333333,1126.6187536509483,0.7556756141424568,0
153557,30573,354,0.4336319919149008,6091,5067,27323,9296,18027,12796.416666666666,1599.230178232154,0.1526388385992553,1
