ApplicationDate,Age,AnnualIncome,CreditScore,RiskScore,LoanApproved
2029-06-16,34,45069,614,54.0,0
2029-06-17,44,72912,585,54.0,0
2029-06-19,31,23269,517,50.0,0
2029-06-20,35,38584,544,53.0,0
2029-06-23,43,30669,577,75.0,0
2029-06-25,18,56633,462,59.0,0
2029-06-26,18,25446,622,50.0,0
2029-06-27,34,15043,475,61.0,0
2029-06-29,21,51483,569,56.0,0
2029-06-30,18,29635,509,61.0,0
2029-07-01,46,41267,558,60.0,0
2029-07-02,42,59030,571,59.0,0
2029-07-03,26,77949,572,56.0,0
2029-07-04,28,17282,593,47.0,0
2029-07-05,28,41285,608,51.0,0
2029-07-09,18,35770,560,54.0,0
2029-07-10,29,49294,536,61.0,0
2029-07-11,26,29967,601,54.0,0
2029-07-12,36,26193,600,47.0,0
2029-07-13,33,74714,583,49.0,0
2029-07-14,49,38817,553,51.0,0
2029-07-15,18,42795,554,52.0,0
2029-07-16,40,48548,593,56.0,0
2029-07-18,62,52962,602,46.0,0
2029-07-20,43,81385,625,53.0,0
2029-07-21,18,41354,603,41.0,0
2029-07-22,18,15414,557,59.0,0
2029-07-24,39,69215,553,60.0,0
2029-07-25,54,20128,603,52.0,0
2029-07-26,23,65440,599,52.0,0
2029-07-28,62,52765,604,51.0,0
2029-07-30,43,51912,583,52.0,0
2029-07-31,40,63838,613,51.0,0
2029-08-01,21,83833,568,62.0,0
2029-08-02,56,22915,619,49.0,0
2029-08-03,32,33837,571,51.0,0
2029-08-05,21,98488,518,52.0,0
2029-08-06,25,18259,619,60.0,0
2029-08-07,57,102992,559,55.0,0
2029-08-08,35,15000,617,50.0,0
2029-08-11,18,25817,602,60.0,0
2029-08-12,50,32535,549,53.0,0
2029-08-13,32,26865,588,59.0,0
2029-08-16,21,60759,578,55.0,0
2029-08-17,41,138655,578,56.0,0
2029-08-18,66,49523,612,53.0,0
2029-08-19,45,48150,510,58.0,0
2029-08-20,39,25799,577,51.0,0
2029-08-21,52,48002,639,56.0,0
2029-08-22,42,36467,589,60.0,0
2029-08-24,26,26592,579,53.0,0
2029-08-25,42,29990,548,65.0,0
2029-08-29,38,29782,611,53.0,0
2029-08-30,29,31300,554,54.0,0
2029-09-02,49,29162,568,52.0,0
2029-09-03,36,27122,560,52.0,0
2029-09-04,39,23030,620,45.0,0
2029-09-05,45,43423,623,70.0,0
2029-09-07,18,30794,381,51.0,0
2029-09-09,51,83078,617,53.0,0
2029-09-10,38,49821,500,51.0,0
2029-09-11,33,42635,450,55.0,0
2029-09-12,23,17650,436,67.0,0
2029-09-13,27,26578,570,49.0,0
2029-09-16,32,15000,627,50.0,0
2029-09-17,28,45681,572,48.0,0
2029-09-18,39,92930,602,47.0,0
2029-09-19,44,48783,589,61.0,0
2029-09-21,21,53240,557,49.0,0
2029-09-22,53,65853,521,55.0,0
2029-09-23,51,52754,641,50.0,0
2029-09-24,30,47747,628,62.0,0
2029-09-25,42,33154,532,59.0,0
2029-09-26,34,47347,580,56.0,0
2029-09-27,42,56992,587,56.0,0
2029-09-28,58,47201,565,72.0,0
2029-09-29,47,21556,607,61.0,0
2029-10-01,34,21803,492,55.0,0
2029-10-02,22,18325,528,55.0,0
2029-10-03,37,26586,617,50.0,0
2029-10-05,21,24854,523,51.0,0
2029-10-06,27,21661,534,55.0,0
2029-10-07,41,57436,561,57.0,0
2029-10-08,28,26732,570,54.0,0
2029-10-09,30,20341,584,51.0,0
2029-10-10,34,70555,614,47.0,0
2029-10-11,23,40010,536,56.0,0
2029-10-12,28,40509,535,52.0,0
2029-10-13,48,45597,574,57.0,0
2029-10-15,20,75015,533,53.0,0
2029-10-16,32,35673,560,52.0,0
2029-10-17,48,23430,523,51.0,0
2029-10-18,37,50939,591,49.0,0
2029-10-19,34,37667,558,56.0,0
2029-10-21,19,22049,566,56.0,0
2029-10-22,45,43673,563,48.0,0
2029-10-23,44,22409,574,64.0,0
2029-10-24,35,72949,594,49.0,0
2029-10-26,26,35214,564,48.0,0
2029-10-27,53,33872,560,51.0,0
2029-10-28,41,35543,637,47.0,0
2029-10-29,35,22761,533,64.0,0
2029-10-30,39,69077,578,56.0,0
2029-10-31,38,28801,492,56.0,0
2029-11-01,54,52319,521,52.0,0
2029-11-02,27,51496,464,55.0,0
2029-11-03,30,59672,498,62.0,0
2029-11-05,32,96514,474,59.0,0
2029-11-07,60,19060,577,59.0,0
2029-11-08,35,41208,548,46.0,0
2029-11-09,48,44919,564,48.0,0
2029-11-10,26,31662,513,57.0,0
2029-11-14,32,15000,563,69.0,0
2029-11-15,20,105112,537,64.0,0
2029-11-17,18,45583,460,63.0,0
2029-11-18,36,21787,490,57.0,0
2029-11-19,51,52687,601,50.0,0
2029-11-20,42,90012,564,51.0,0
2029-11-22,52,53104,510,50.0,0
2029-11-23,32,17626,571,55.0,0
2029-11-25,39,56610,640,47.0,0
2029-11-26,21,25816,530,55.0,0
2029-11-28,33,30011,636,50.0,0
2029-11-29,18,49065,580,51.0,0
2029-12-02,19,36274,605,52.0,0
2029-12-03,44,36704,537,52.0,0
2029-12-04,48,79685,549,59.0,0
2029-12-05,42,31578,591,50.0,0
2029-12-07,47,26786,639,54.0,0
2029-12-08,48,48572,626,53.0,0
2029-12-09,43,65078,637,47.0,0
2029-12-11,43,37816,643,53.0,0
2029-12-12,54,99679,547,54.0,0
2029-12-14,65,80624,568,52.0,0
2029-12-15,33,27339,545,59.0,0
2029-12-16,40,32671,587,52.0,0
2029-12-17,31,65372,613,57.0,0
2029-12-18,42,33397,635,52.0,0
2029-12-19,19,61559,499,52.0,0
2029-12-20,33,42349,594,52.0,0
2029-12-22,41,35655,552,56.0,0
2029-12-24,47,65058,567,49.0,0
2029-12-25,18,59357,553,56.0,0
2029-12-26,64,40781,647,48.0,0
2029-12-27,43,56396,561,55.0,0
2029-12-28,30,32715,620,48.0,0
2029-12-29,41,16395,530,57.0,0
2029-12-30,42,55126,550,60.0,0
2030-01-01,42,50031,530,56.0,0
2030-01-02,32,31689,605,57.0,0
2030-01-03,35,33656,524,48.0,0
2030-01-05,22,56769,601,49.0,0
2030-01-06,41,20135,586,51.0,0
2030-01-07,47,36679,542,55.0,0
2030-01-08,46,41267,439,59.0,0
2030-01-09,49,40642,566,68.0,0
2030-01-10,43,35973,472,51.0,0
2030-01-11,33,35010,523,59.0,0
2030-01-12,50,36896,564,57.0,0
2030-01-13,23,46954,547,64.0,0
2030-01-14,29,15000,593,51.0,0
2030-01-15,28,15000,457,58.0,0
2030-01-18,45,75283,614,56.0,0
2030-01-19,52,48755,535,64.0,0
2030-01-20,29,34819,470,53.0,0
2030-01-22,38,46341,495,48.0,0
2030-01-25,35,56991,455,53.0,0
2030-01-27,50,73799,630,48.0,0
2030-01-28,31,47680,521,54.0,0
2030-01-31,18,19691,594,54.0,0
2030-02-02,47,32490,592,60.0,0
2030-02-03,43,15000,652,49.0,0
2030-02-04,18,36604,498,52.0,0
2030-02-05,35,17871,516,56.0,0
2030-02-06,18,45103,600,53.0,0
2030-02-07,56,54939,577,49.0,0
2030-02-08,26,48442,411,56.0,0
2030-02-10,51,20898,573,54.0,0
2030-02-11,29,36571,587,53.0,0
2030-02-13,44,36958,603,48.0,0
2030-02-14,29,15000,594,57.0,0
2030-02-16,34,29076,496,57.0,0
2030-02-17,18,36886,607,51.0,0
2030-02-18,18,39614,449,59.0,0
2030-02-19,42,36656,455,54.0,0
2030-02-20,33,57445,439,55.0,0
2030-02-21,33,18522,568,50.0,0
2030-02-23,54,20196,467,61.0,0
2030-02-24,36,34137,572,50.0,0
2030-02-25,35,27004,570,60.0,0
2030-02-26,46,59166,606,48.0,0
2030-02-27,23,36610,472,52.0,0
2030-02-28,42,69605,583,48.0,0
2030-03-01,46,60297,549,55.0,0
2030-03-03,18,53592,597,59.0,0
2030-03-05,29,15000,482,55.0,0
2030-03-06,41,15537,612,48.0,0
2030-03-07,45,51204,557,66.0,0
2030-03-08,57,56051,583,51.0,0
2030-03-09,34,36069,626,53.0,0
2030-03-10,34,40098,471,53.0,0
2030-03-11,53,93020,590,48.0,0
2030-03-12,43,76080,620,47.0,0
2030-03-13,55,40846,618,50.0,0
2030-03-15,26,58224,564,51.0,0
2030-03-16,24,18364,585,45.0,0
2030-03-17,21,24263,599,57.0,0
2030-03-18,47,87276,567,58.0,0
2030-03-19,54,15885,557,53.0,0
2030-03-20,62,35951,482,50.0,0
2030-03-21,50,25808,591,51.0,0
2030-03-22,53,97283,570,52.0,0
2030-03-23,33,26085,608,56.0,0
2030-03-24,26,56560,556,55.0,0
2030-03-25,50,42267,511,57.0,0
2030-03-27,41,53006,611,58.0,0
2030-03-29,43,60958,601,60.0,0
2030-03-30,55,35035,513,54.0,0
2030-04-02,50,41638,653,44.0,0
2030-04-05,49,56627,643,52.0,0
2030-04-07,52,60233,629,50.0,0
2030-04-08,25,15000,523,52.0,0
2030-04-09,43,69215,544,50.0,0
2030-04-10,29,50561,435,54.0,0
2030-04-11,46,22697,557,53.0,0
2030-04-12,39,16417,545,68.0,0
2030-04-13,20,57750,585,45.0,0
2030-04-15,33,37838,527,54.0,0
2030-04-16,50,44328,517,51.0,0
2030-04-19,28,21656,536,59.0,0
2030-04-20,32,21670,577,54.0,0
2030-04-22,50,37730,491,56.0,0
2030-04-24,30,55520,551,52.0,0
2030-04-25,52,53876,643,53.0,0
2030-04-26,18,43212,562,54.0,0
2030-04-27,25,43837,491,65.0,0
2030-04-28,28,36224,567,55.0,0
2030-04-29,23,81284,525,48.0,0
2030-04-30,20,15000,546,60.0,0
2030-05-01,44,56321,608,50.0,0
2030-05-04,48,44262,646,51.0,0
2030-05-07,39,55111,549,52.0,0
2030-05-08,25,73405,482,51.0,0
2030-05-09,52,27012,563,53.0,0
2030-05-11,28,48144,511,61.0,0
2030-05-12,37,54348,544,48.0,0
2030-05-13,29,57487,521,51.0,0
2030-05-15,44,28565,625,55.0,0
2030-05-16,44,49200,588,62.0,0
2030-05-17,29,15307,568,45.0,0
2030-05-18,34,26372,625,49.0,0
2030-05-19,52,59406,577,54.0,0
2030-05-20,45,104236,533,54.0,0
2030-05-23,53,22187,627,50.0,0
2030-05-25,49,28656,643,50.0,0
2030-05-27,33,57946,502,58.0,0
2030-05-30,46,24065,427,60.0,0
2030-05-31,29,19144,556,54.0,0
2030-06-03,42,49974,545,50.0,0
2030-06-04,36,49859,579,62.0,0
2030-06-05,37,87847,534,51.0,0
2030-06-06,49,67528,583,56.0,0
2030-06-07,27,71755,518,51.0,0
2030-06-08,63,35038,645,52.0,0
2030-06-10,32,32170,467,59.0,0
2030-06-11,44,22692,572,56.0,0
2030-06-12,47,27087,512,57.0,0
2030-06-13,38,31705,536,47.0,0
2030-06-14,39,121006,524,59.0,0
2030-06-15,44,44469,603,54.0,0
2030-06-16,37,51148,578,50.0,0
2030-06-17,56,16288,550,47.0,0
2030-06-18,50,79970,624,46.0,0
2030-06-19,50,37314,605,58.0,0
2030-06-20,28,54208,549,51.0,0
2030-06-23,27,52341,603,50.0,0
2030-06-25,33,53607,604,55.0,0
2030-06-27,27,69888,608,54.0,0
2030-06-28,60,84390,613,51.0,0
2030-06-29,29,62849,548,57.0,0
2030-07-02,33,54962,597,52.0,0
2030-07-06,40,60003,496,56.0,0
2030-07-10,32,60647,531,55.0,0
2030-07-11,31,80560,519,64.0,0
2030-07-12,37,52056,556,53.0,0
2030-07-13,25,22409,582,55.0,0
2030-07-15,33,24324,448,60.0,0
2030-07-16,49,84157,655,43.0,0
2030-07-18,28,64099,551,70.0,0
2030-07-19,39,26932,506,47.0,0
2030-07-21,37,65234,584,58.0,0
2030-07-23,52,72384,602,67.0,0
2030-07-24,51,37017,581,57.0,0
2030-07-25,34,18507,415,78.0,0
2030-07-27,32,22123,496,58.0,0
2030-07-28,42,38077,646,54.0,0
2030-07-29,46,30608,609,52.0,0
2030-07-30,18,33514,586,57.0,0
2030-08-01,41,24146,583,59.0,0
2030-08-02,36,37385,552,61.0,0
2030-08-03,55,23123,537,52.0,0
2030-08-04,45,15000,592,51.0,0
2030-08-05,55,43737,610,47.0,0
2030-08-06,37,122339,606,53.0,0
2030-08-07,51,18000,585,54.0,0
2030-08-08,59,18390,631,51.0,0
2030-08-09,55,18455,635,60.0,0
2030-08-12,35,19740,409,52.0,0
2030-08-13,45,29192,591,57.0,0
2030-08-15,29,37043,564,56.0,0
2030-08-16,40,45574,499,58.0,0
2030-08-17,18,40097,516,47.0,0
2030-08-18,57,37671,594,49.0,0
2030-08-19,33,27428,535,55.0,0
2030-08-21,36,17430,537,54.0,0
2030-08-22,53,23565,615,54.0,0
2030-08-23,18,23161,558,56.0,0
2030-08-26,34,33585,552,62.0,0
2030-08-28,29,93997,594,55.0,0
2030-08-30,44,73711,603,58.0,0
2030-09-01,31,25278,534,62.0,0
2030-09-02,31,40442,567,58.0,0
2030-09-04,45,28123,566,57.0,0
2030-09-05,21,44482,552,57.0,0
2030-09-08,50,24434,571,53.0,0
2030-09-09,31,34648,534,55.0,0
2030-09-10,18,20506,563,58.0,0
2030-09-11,46,17518,463,53.0,0
2030-09-12,25,15000,606,52.0,0
2030-09-13,18,30868,586,64.0,0
2030-09-15,49,55064,565,50.0,0
2030-09-16,41,55004,581,54.0,0
2030-09-17,37,31615,526,52.0,0
2030-09-18,56,84330,576,51.0,0
2030-09-19,47,64818,547,51.0,0
2030-09-20,59,60374,622,51.0,0
2030-09-21,23,34023,491,54.0,0
2030-09-22,39,29544,607,56.0,0
2030-09-23,20,218231,581,54.0,0
2030-09-25,37,42001,563,50.0,0
2030-09-26,47,47654,528,53.0,0
2030-09-27,40,36528,565,60.0,0
2030-09-28,47,39870,539,53.0,0
2030-09-30,65,21293,645,50.0,0
2030-10-01,36,44518,628,54.0,0
2030-10-02,28,41733,445,51.0,0
2030-10-03,42,47192,623,50.0,0
2030-10-04,30,44925,521,54.0,0
2030-10-05,57,59321,649,48.0,0
2030-10-06,36,60451,572,53.0,0
2030-10-07,33,41769,610,56.0,0
2030-10-11,32,71276,503,49.0,0
2030-10-12,59,40941,640,47.0,0
2030-10-13,29,43102,552,55.0,0
2030-10-15,47,41366,596,51.0,0
2030-10-16,20,70647,570,52.0,0
2030-10-17,45,45082,631,53.0,0
2030-10-18,27,32605,578,46.0,0
2030-10-20,28,28110,564,49.0,0
2030-10-21,48,31340,506,60.0,0
2030-10-23,50,19802,599,50.0,0
2030-10-24,43,46372,592,46.0,0
2030-10-26,33,15000,579,60.0,0
2030-10-27,57,17913,593,52.0,0
2030-10-28,31,22577,617,52.0,0
2030-10-29,27,15000,585,58.0,0
2030-10-31,30,44997,560,52.0,0
2030-11-01,28,26159,564,54.0,0
2030-11-02,22,20112,564,52.0,0
2030-11-04,39,59025,488,46.0,0
2030-11-05,42,41342,593,51.0,0
2030-11-07,46,47303,581,49.0,0
2030-11-08,37,38717,505,50.0,0
2030-11-09,37,36677,527,53.0,0
2030-11-10,46,35279,508,54.0,0
2030-11-11,55,29192,564,58.0,0
2030-11-12,41,84355,582,52.0,0
2030-11-13,34,31809,581,54.0,0
2030-11-15,22,28593,545,57.0,0
2030-11-17,46,49374,605,46.0,0
2030-11-18,46,27359,528,60.0,0
2030-11-19,38,35617,505,58.0,0
2030-11-20,56,79079,555,50.0,0
2030-11-22,51,50022,621,66.0,0
2030-11-23,39,20453,597,52.0,0
2030-11-24,32,27958,561,51.0,0
2030-11-25,47,32612,623,57.0,0
2030-11-28,40,99430,579,49.0,0
2030-11-29,39,35634,622,44.0,0
2030-11-30,68,22424,632,53.0,0
2030-12-01,54,65975,624,50.0,0
2030-12-03,41,58827,570,52.0,0
2030-12-04,52,59261,609,47.0,0
2030-12-05,46,49760,629,49.0,0
2030-12-07,36,15000,590,54.0,0
2030-12-08,39,41388,533,55.0,0
2030-12-09,18,59260,594,60.0,0
2030-12-11,34,48636,614,50.0,0
2030-12-15,39,79786,596,49.0,0
2030-12-16,27,127599,554,52.0,0
2030-12-18,43,23496,608,44.0,0
2030-12-19,51,48365,514,60.0,0
2030-12-22,23,39066,533,58.0,0
2030-12-23,48,25430,631,54.0,0
2030-12-25,45,109499,590,59.0,0
2030-12-26,40,31195,442,51.0,0
2030-12-27,44,39426,455,51.0,0
2030-12-28,59,52411,628,51.0,0
2030-12-29,36,17344,541,52.0,0
2030-12-30,41,97413,593,51.0,0
2030-12-31,26,117903,549,47.0,0
2031-01-04,36,44116,594,53.0,0
2031-01-05,37,64251,578,49.0,0
2031-01-07,33,53451,530,57.0,0
2031-01-09,22,25125,529,60.0,0
2031-01-10,55,52486,657,44.0,0
2031-01-12,48,49774,519,54.0,0
2031-01-13,24,34891,538,58.0,0
2031-01-14,48,82924,620,51.0,0
2031-01-15,48,69510,591,51.0,0
2031-01-16,44,40553,608,48.0,0
2031-01-17,28,111891,597,56.0,0
2031-01-19,25,71696,565,71.0,0
2031-01-20,36,24353,615,53.0,0
2031-01-22,49,65933,611,49.0,0
2031-01-23,40,19654,628,67.0,0
2031-01-24,28,79048,568,53.0,0
2031-01-26,40,85718,606,49.0,0
2031-01-27,18,33149,597,54.0,0
2031-01-29,39,62581,598,65.0,0
2031-01-30,54,66274,639,50.0,0
2031-01-31,26,51447,557,50.0,0
2031-02-01,18,42998,574,63.0,0
2031-02-02,43,31562,514,54.0,0
2031-02-03,43,15000,594,57.0,0
2031-02-04,19,24981,497,54.0,0
2031-02-06,73,27429,528,62.0,0
2031-02-07,36,91684,537,65.0,0
2031-02-08,48,125958,548,49.0,0
2031-02-09,32,51083,595,56.0,0
2031-02-10,18,45667,631,47.0,0
2031-02-13,35,49382,634,46.0,0
2031-02-14,38,48732,550,50.0,0
2031-02-15,43,28790,571,52.0,0
2031-02-16,38,67230,616,57.0,0
2031-02-17,24,15000,590,55.0,0
2031-02-18,45,39822,573,56.0,0
2031-02-19,18,25890,609,46.0,0
2031-02-20,18,50856,493,46.0,0
2031-02-21,48,29610,523,55.0,0
2031-02-22,46,15000,576,53.0,0
2031-02-23,39,46164,516,56.0,0
2031-02-24,23,30408,497,58.0,0
2031-02-26,36,28487,495,57.0,0
2031-02-27,20,32182,601,51.0,0
2031-02-28,31,26034,574,54.0,0
2031-03-02,57,48416,597,57.0,0
2031-03-04,49,20452,610,51.0,0
2031-03-05,18,15000,534,50.0,0
2031-03-06,47,29883,629,54.0,0
2031-03-08,43,27844,635,49.0,0
2031-03-09,37,31520,570,55.0,0
2031-03-10,55,62411,637,52.0,0
2031-03-11,29,28418,611,54.0,0
2031-03-13,36,30207,621,54.0,0
2031-03-14,38,29178,612,58.0,0
2031-03-16,29,31121,625,55.0,0
2031-03-18,39,27914,576,47.0,0
2031-03-19,42,20095,570,64.0,0
2031-03-20,41,46982,562,52.0,0
2031-03-23,27,28017,600,52.0,0
2031-03-25,25,17983,598,53.0,0
2031-03-26,47,67549,605,55.0,0
2031-03-27,47,53827,571,56.0,0
2031-03-28,18,38194,598,48.0,0
2031-03-29,41,29092,603,46.0,0
2031-03-31,30,46839,528,55.0,0
2031-04-01,56,68230,523,52.0,0
2031-04-02,32,33327,547,51.0,0
2031-04-03,30,22814,501,56.0,0
2031-04-05,48,49945,601,61.0,0
2031-04-06,38,29982,517,70.0,0
2031-04-07,53,33003,608,48.0,0
2031-04-08,46,87359,557,54.0,0
2031-04-12,45,73717,575,54.0,0
2031-04-13,18,32752,530,59.0,0
2031-04-15,46,27643,625,49.0,0
2031-04-16,41,40413,506,49.0,0
2031-04-17,54,30577,602,46.0,0
2031-04-18,68,63858,673,48.0,0
2031-04-20,51,48081,600,52.0,0
2031-04-21,41,54415,444,49.0,0
2031-04-22,38,15000,513,55.0,0
2031-04-23,34,58856,559,60.0,0
2031-04-25,31,46528,548,52.0,0
2031-04-26,23,22394,491,53.0,0
2031-04-27,39,19139,577,59.0,0
2031-04-28,19,24905,553,55.0,0
2031-04-29,42,22892,545,56.0,0
2031-04-30,39,99810,418,59.0,0
2031-05-02,33,135250,591,45.0,0
2031-05-03,76,44481,597,55.0,0
2031-05-04,56,26544,538,54.0,0
2031-05-05,25,33971,628,52.0,0
2031-05-06,42,40778,564,46.0,0
2031-05-07,32,33045,601,48.0,0
2031-05-08,27,116758,615,61.0,0
2031-05-09,23,61561,562,52.0,0
2031-05-11,31,18034,580,51.0,0
2031-05-12,51,60756,543,53.0,0
2031-05-13,51,42772,582,50.0,0
2031-05-15,29,71611,569,52.0,0
2031-05-16,45,46398,553,50.0,0
2031-05-17,47,15000,590,50.0,0
2031-05-18,34,40891,619,48.0,0
2031-05-19,30,21797,572,61.0,0
2031-05-20,59,62854,549,58.0,0
2031-05-21,42,25169,590,51.0,0
2031-05-22,47,55741,515,57.0,0
2031-05-23,30,15000,488,54.0,0
2031-05-24,25,21115,576,58.0,0
2031-05-25,33,25404,544,53.0,0
2031-05-26,38,33580,547,53.0,0
2031-05-27,27,56933,597,48.0,0
2031-05-28,39,17103,553,73.0,0
2031-05-29,19,32182,478,53.0,0
2031-05-30,26,32811,544,51.0,0
2031-06-01,47,55801,518,60.0,0
2031-06-02,35,20115,530,51.0,0
2031-06-03,27,19615,567,53.0,0
2031-06-04,27,27996,486,64.0,0
2031-06-05,35,15159,545,55.0,0
2031-06-06,47,118729,460,45.0,0
2031-06-07,51,59559,544,46.0,0
2031-06-08,34,30349,539,69.0,0
2031-06-09,26,16812,535,58.0,0
2031-06-10,43,22262,604,69.0,0
2031-06-11,30,45327,549,57.0,0
2031-06-12,33,15657,594,54.0,0
2031-06-14,49,62011,614,51.0,0
2031-06-15,41,37992,527,57.0,0
2031-06-16,24,16196,534,63.0,0
2031-06-17,42,68949,520,53.0,0
2031-06-18,52,26401,594,49.0,0
2031-06-19,35,26789,548,56.0,0
2031-06-20,56,66091,669,46.0,0
2031-06-21,55,34158,612,51.0,0
2031-06-22,59,29186,553,55.0,0
2031-06-23,43,43748,626,51.0,0
2031-06-24,47,46070,573,51.0,0
2031-06-25,56,47590,532,51.0,0
2031-06-27,33,33107,532,70.0,0
2031-06-28,34,32400,564,53.0,0
2031-06-29,42,33669,494,56.0,0
2031-06-30,24,35866,409,56.0,0
2031-07-02,53,64162,662,42.0,0
2031-07-03,18,29546,571,51.0,0
2031-07-05,53,29682,622,55.0,0
2031-07-06,34,118822,541,58.0,0
2031-07-07,46,49076,621,51.0,0
2031-07-08,40,36964,658,53.0,0
2031-07-09,54,85746,575,50.0,0
2031-07-10,51,34417,548,61.0,0
2031-07-11,23,50935,545,58.0,0
2031-07-12,47,44376,590,56.0,0
2031-07-13,37,17107,524,56.0,0
2031-07-14,40,43146,605,47.0,0
2031-07-15,31,46876,579,55.0,0
2031-07-17,52,111164,645,45.0,0
2031-07-18,31,54007,509,53.0,0
2031-07-19,23,33466,508,52.0,0
2031-07-20,35,47079,571,60.0,0
2031-07-21,45,31552,554,51.0,0
2031-07-24,49,23597,595,50.0,0
2031-07-25,51,83715,558,58.0,0
2031-07-27,23,45278,501,53.0,0
2031-07-28,37,15000,594,51.0,0
2031-07-29,52,37259,549,51.0,0
2031-07-30,39,22873,603,67.0,0
2031-08-02,27,31082,578,50.0,0
2031-08-04,43,15000,583,55.0,0
2031-08-05,32,44331,627,54.0,0
2031-08-07,28,16600,497,56.0,0
2031-08-08,53,24915,610,53.0,0
2031-08-09,36,105977,671,41.0,0
2031-08-12,39,34863,564,59.0,0
2031-08-14,18,35467,430,64.0,0
2031-08-15,22,65432,517,49.0,0
2031-08-16,23,32849,532,61.0,0
2031-08-17,56,27474,515,60.0,0
2031-08-20,18,22191,556,59.0,0
2031-08-21,25,74075,533,62.0,0
2031-08-22,50,48981,612,51.0,0
2031-08-24,38,18707,583,59.0,0
2031-08-26,59,24851,488,57.0,0
2031-08-27,37,16702,589,49.0,0
2031-08-29,42,43616,618,52.0,0
2031-08-30,68,33719,623,51.0,0
2031-08-31,18,75616,604,49.0,0
2031-09-01,48,134518,623,44.0,0
2031-09-02,38,58559,563,62.0,0
2031-09-03,46,17163,615,52.0,0
2031-09-05,39,85032,605,48.0,0
2031-09-07,77,94523,663,41.0,0
2031-09-08,49,43079,587,55.0,0
2031-09-09,29,26721,496,54.0,0
2031-09-10,34,18547,592,54.0,0
2031-09-12,18,68024,539,56.0,0
2031-09-15,24,88384,587,48.0,0
2031-09-17,45,44349,628,55.0,0
2031-09-18,31,56335,508,52.0,0
2031-09-19,38,29592,526,63.0,0
2031-09-22,40,18993,567,63.0,0
2031-09-23,37,29580,555,55.0,0
2031-09-24,40,30830,628,43.0,0
2031-09-25,33,58567,488,54.0,0
2031-09-26,18,35058,504,55.0,0
2031-09-27,64,53986,658,51.0,0
2031-09-30,39,34580,625,47.0,0
2031-10-01,31,29618,524,52.0,0
2031-10-02,37,61638,632,48.0,0
2031-10-03,20,21715,568,55.0,0
2031-10-05,25,63433,631,52.0,0
2031-10-06,27,33186,552,52.0,0
2031-10-07,34,23876,584,55.0,0
2031-10-08,55,82280,501,57.0,0
2031-10-10,25,40254,566,57.0,0
2031-10-13,46,60863,601,62.0,0
2031-10-15,68,38671,600,57.0,0
2031-10-16,66,68232,542,53.0,0
2031-10-17,31,39210,587,52.0,0
2031-10-18,59,66769,641,47.0,0
2031-10-19,44,83629,601,48.0,0
2031-10-20,45,25588,553,56.0,0
2031-10-21,19,24835,452,44.0,0
2031-10-23,30,58967,624,49.0,0
2031-10-24,49,116711,618,46.0,0
2031-10-25,52,53640,562,53.0,0
2031-10-27,39,61417,510,51.0,0
2031-10-30,48,32230,594,52.0,0
2031-11-02,36,69240,523,67.0,0
2031-11-03,25,78430,494,61.0,0
2031-11-04,26,33649,546,48.0,0
2031-11-06,40,41317,617,51.0,0
2031-11-08,34,30235,577,55.0,0
2031-11-09,36,16578,553,67.0,0
2031-11-11,35,52023,440,56.0,0
2031-11-12,23,34332,544,56.0,0
2031-11-14,37,52326,606,49.0,0
2031-11-15,40,32309,623,50.0,0
2031-11-16,59,104754,635,54.0,0
2031-11-18,43,56304,534,54.0,0
2031-11-19,25,66640,530,58.0,0
2031-11-20,37,53373,527,50.0,0
2031-11-21,47,37511,544,53.0,0
2031-11-23,42,46619,565,51.0,0
2031-11-26,52,45375,584,50.0,0
2031-11-27,44,84073,648,54.0,0
2031-11-30,41,74640,563,53.0,0
2031-12-01,41,50796,588,66.0,0
2031-12-02,27,42974,534,56.0,0
2031-12-03,51,75505,618,47.0,0
2031-12-04,67,41160,621,50.0,0
2031-12-05,39,15474,622,58.0,0
2031-12-06,46,43298,611,50.0,0
2031-12-08,31,116046,528,54.0,0
2031-12-09,18,51413,524,55.0,0
2031-12-10,31,49476,434,51.0,0
2031-12-11,23,36907,549,58.0,0
2031-12-12,60,38085,565,50.0,0
2031-12-13,38,28635,578,56.0,0
2031-12-14,35,26802,655,51.0,0
2031-12-15,50,87299,563,48.0,0
2031-12-16,26,46955,584,54.0,0
2031-12-17,30,101360,454,49.0,0
2031-12-18,40,73078,617,54.0,0
2031-12-19,52,59629,570,52.0,0
2031-12-20,46,16049,480,59.0,0
2031-12-22,40,55860,426,59.0,0
2031-12-23,44,15000,617,46.0,0
2031-12-24,42,59723,613,54.0,0
2031-12-25,27,31121,541,52.0,0
2031-12-26,40,29277,465,60.0,0
2031-12-27,27,43618,477,57.0,0
2031-12-28,40,34936,517,54.0,0
2031-12-29,34,77044,544,53.0,0
2031-12-30,70,52367,589,50.0,0
2031-12-31,39,71994,633,55.0,0
2032-01-01,23,47726,565,57.0,0
2032-01-03,46,64388,600,48.0,0
2032-01-04,60,65274,645,49.0,0
2032-01-05,32,118999,587,62.0,0
2032-01-06,21,76315,481,57.0,0
2032-01-07,49,41681,614,47.0,0
2032-01-08,23,21775,581,44.0,0
2032-01-09,34,39083,562,50.0,0
2032-01-10,36,48560,558,58.0,0
2032-01-11,39,40438,519,55.0,0
